location,date,vaccine,total_vaccinations
France,3/20/2021,Oxford/AstraZeneca,1620631
France,3/20/2021,Pfizer/BioNTech,6651202
France,3/21/2021,Moderna,524074
France,3/21/2021,Oxford/AstraZeneca,1626188
France,3/21/2021,Pfizer/BioNTech,6679500
France,3/22/2021,Moderna,544582
France,3/22/2021,Oxford/AstraZeneca,1663305
France,3/22/2021,Pfizer/BioNTech,6823997
France,3/23/2021,Moderna,571077
France,3/23/2021,Oxford/AstraZeneca,1747424
France,3/23/2021,Pfizer/BioNTech,7003640
France,3/24/2021,Moderna,599639
France,3/24/2021,Oxford/AstraZeneca,1837922
France,3/24/2021,Pfizer/BioNTech,7182773
France,3/25/2021,Moderna,630968
France,3/25/2021,Oxford/AstraZeneca,1987511
France,3/25/2021,Pfizer/BioNTech,7385777
France,3/26/2021,Moderna,661840
France,3/26/2021,Oxford/AstraZeneca,2152480
France,3/26/2021,Pfizer/BioNTech,7588324
France,3/27/2021,Moderna,678799
France,3/27/2021,Oxford/AstraZeneca,2220624
France,3/27/2021,Pfizer/BioNTech,7713675
France,3/28/2021,Moderna,689302
France,3/28/2021,Oxford/AstraZeneca,2226936
France,3/28/2021,Pfizer/BioNTech,7759079
France,3/29/2021,Moderna,712258
France,3/29/2021,Oxford/AstraZeneca,2280775
France,3/29/2021,Pfizer/BioNTech,7937736
France,3/30/2021,Moderna,742475
France,3/30/2021,Oxford/AstraZeneca,2373586
France,3/30/2021,Pfizer/BioNTech,8167472
France,3/31/2021,Moderna,776600
France,3/31/2021,Oxford/AstraZeneca,2436741
France,3/31/2021,Pfizer/BioNTech,8403740
France,4/1/2021,Moderna,819124
France,4/1/2021,Oxford/AstraZeneca,2522440
France,4/1/2021,Pfizer/BioNTech,8674981
France,4/2/2021,Moderna,856403
France,4/2/2021,Oxford/AstraZeneca,2609088
France,4/2/2021,Pfizer/BioNTech,8922175
France,4/3/2021,Moderna,876739
France,4/3/2021,Oxford/AstraZeneca,2644802
France,4/3/2021,Pfizer/BioNTech,9067650
France,4/4/2021,Moderna,886831
France,4/4/2021,Oxford/AstraZeneca,2648256
France,4/4/2021,Pfizer/BioNTech,9117789
France,4/5/2021,Moderna,899788
France,4/5/2021,Oxford/AstraZeneca,2652595
France,4/5/2021,Pfizer/BioNTech,9170511
France,4/6/2021,Moderna,933513
France,4/6/2021,Oxford/AstraZeneca,2682008
France,4/6/2021,Pfizer/BioNTech,9429656
France,4/7/2021,Moderna,971280
France,4/7/2021,Oxford/AstraZeneca,2713967
France,4/7/2021,Pfizer/BioNTech,9732664
France,4/8/2021,Moderna,1016636
France,4/8/2021,Oxford/AstraZeneca,2792550
France,4/8/2021,Pfizer/BioNTech,10064465
France,4/9/2021,Moderna,1058652
France,4/9/2021,Oxford/AstraZeneca,2954172
France,4/9/2021,Pfizer/BioNTech,10384238
France,4/10/2021,Moderna,1087095
France,4/10/2021,Oxford/AstraZeneca,3029870
France,4/10/2021,Pfizer/BioNTech,10573796
France,4/11/2021,Moderna,1099187
France,4/11/2021,Oxford/AstraZeneca,3037054
France,4/11/2021,Pfizer/BioNTech,10644197
France,4/12/2021,Moderna,1127268
France,4/12/2021,Oxford/AstraZeneca,3088291
France,4/12/2021,Pfizer/BioNTech,10914827
France,4/13/2021,Moderna,1162853
France,4/13/2021,Oxford/AstraZeneca,3174366
France,4/13/2021,Pfizer/BioNTech,11244760
France,4/14/2021,Moderna,1196841
France,4/14/2021,Oxford/AstraZeneca,3242012
France,4/14/2021,Pfizer/BioNTech,11573612
France,4/15/2021,Moderna,1239481
France,4/15/2021,Oxford/AstraZeneca,3334940
France,4/15/2021,Pfizer/BioNTech,11919170
France,4/16/2021,Moderna,1279985
France,4/16/2021,Oxford/AstraZeneca,3447519
France,4/16/2021,Pfizer/BioNTech,12248611
France,4/17/2021,Moderna,1315515
France,4/17/2021,Oxford/AstraZeneca,3500800
France,4/17/2021,Pfizer/BioNTech,12437201
France,4/18/2021,Moderna,1335713
France,4/18/2021,Oxford/AstraZeneca,3510390
France,4/18/2021,Pfizer/BioNTech,12493494
France,4/19/2021,Moderna,1368467
France,4/19/2021,Oxford/AstraZeneca,3535357
France,4/19/2021,Pfizer/BioNTech,12777580
France,4/20/2021,Moderna,1409044
France,4/20/2021,Oxford/AstraZeneca,3580930
France,4/20/2021,Pfizer/BioNTech,13113840
France,4/21/2021,Moderna,1450611
France,4/21/2021,Oxford/AstraZeneca,3619834
France,4/21/2021,Pfizer/BioNTech,13452593
France,4/22/2021,Moderna,1498911
France,4/22/2021,Oxford/AstraZeneca,3674857
France,4/22/2021,Pfizer/BioNTech,13822126
France,4/23/2021,Johnson&Johnson,981
France,4/23/2021,Moderna,1548498
France,4/23/2021,Oxford/AstraZeneca,3745909
France,4/23/2021,Pfizer/BioNTech,14176283
France,4/24/2021,Johnson&Johnson,2534
France,4/24/2021,Moderna,1588710
France,4/24/2021,Oxford/AstraZeneca,3783795
France,4/24/2021,Pfizer/BioNTech,14396971
France,4/25/2021,Johnson&Johnson,2651
France,4/25/2021,Moderna,1606804
France,4/25/2021,Oxford/AstraZeneca,3789943
France,4/25/2021,Pfizer/BioNTech,14480059
France,4/26/2021,Johnson&Johnson,5487
France,4/26/2021,Moderna,1640937
France,4/26/2021,Oxford/AstraZeneca,3809954
France,4/26/2021,Pfizer/BioNTech,14797913
France,4/27/2021,Johnson&Johnson,14903
France,4/27/2021,Moderna,1684283
France,4/27/2021,Oxford/AstraZeneca,3845179
France,4/27/2021,Pfizer/BioNTech,15179317
France,4/28/2021,Johnson&Johnson,24712
France,4/28/2021,Moderna,1732560
France,4/28/2021,Oxford/AstraZeneca,3875618
France,4/28/2021,Pfizer/BioNTech,15570912
France,4/29/2021,Johnson&Johnson,40624
France,4/29/2021,Moderna,1787916
France,4/29/2021,Oxford/AstraZeneca,3926426
France,4/29/2021,Pfizer/BioNTech,15998985
France,4/30/2021,Johnson&Johnson,59749
France,4/30/2021,Moderna,1841053
France,4/30/2021,Oxford/AstraZeneca,3990340
France,4/30/2021,Pfizer/BioNTech,16416903
France,5/1/2021,Johnson&Johnson,61667
France,5/1/2021,Moderna,1865745
France,5/1/2021,Oxford/AstraZeneca,4001581
France,5/1/2021,Pfizer/BioNTech,16596243
France,5/2/2021,Johnson&Johnson,62112
France,5/2/2021,Moderna,1881471
France,5/2/2021,Oxford/AstraZeneca,4004931
France,5/2/2021,Pfizer/BioNTech,16704989
France,5/3/2021,Johnson&Johnson,67055
France,5/3/2021,Moderna,1920515
France,5/3/2021,Oxford/AstraZeneca,4021471
France,5/3/2021,Pfizer/BioNTech,17099248
France,5/4/2021,Johnson&Johnson,75335
France,5/4/2021,Moderna,1967648
France,5/4/2021,Oxford/AstraZeneca,4052531
France,5/4/2021,Pfizer/BioNTech,17549132
France,5/5/2021,Johnson&Johnson,81365
France,5/5/2021,Moderna,2015101
France,5/5/2021,Oxford/AstraZeneca,4081321
France,5/5/2021,Pfizer/BioNTech,18013681
France,5/6/2021,Johnson&Johnson,92644
France,5/6/2021,Moderna,2073657
France,5/6/2021,Oxford/AstraZeneca,4136310
France,5/6/2021,Pfizer/BioNTech,18503223
France,5/7/2021,Johnson&Johnson,111585
France,5/7/2021,Moderna,2131850
France,5/7/2021,Oxford/AstraZeneca,4208322
France,5/7/2021,Pfizer/BioNTech,18980522
France,5/8/2021,Johnson&Johnson,113864
France,5/8/2021,Moderna,2162626
France,5/8/2021,Oxford/AstraZeneca,4223654
France,5/8/2021,Pfizer/BioNTech,19218833
France,5/9/2021,Johnson&Johnson,114495
France,5/9/2021,Moderna,2183557
France,5/9/2021,Oxford/AstraZeneca,4227924
France,5/9/2021,Pfizer/BioNTech,19368315
France,5/10/2021,Johnson&Johnson,121608
France,5/10/2021,Moderna,2238364
France,5/10/2021,Oxford/AstraZeneca,4255034
France,5/10/2021,Pfizer/BioNTech,19816562
France,5/11/2021,Johnson&Johnson,135770
France,5/11/2021,Moderna,2302663
France,5/11/2021,Oxford/AstraZeneca,4307325
France,5/11/2021,Pfizer/BioNTech,20343862
France,5/12/2021,Johnson&Johnson,145769
France,5/12/2021,Moderna,2372081
France,5/12/2021,Oxford/AstraZeneca,4351611
France,5/12/2021,Pfizer/BioNTech,20882543
France,5/13/2021,Johnson&Johnson,147226
France,5/13/2021,Moderna,2428722
France,5/13/2021,Oxford/AstraZeneca,4357148
France,5/13/2021,Pfizer/BioNTech,21210550
France,5/14/2021,Johnson&Johnson,154847
France,5/14/2021,Moderna,2502607
France,5/14/2021,Oxford/AstraZeneca,4397038
France,5/14/2021,Pfizer/BioNTech,21706449
France,5/15/2021,Johnson&Johnson,158458
France,5/15/2021,Moderna,2575297
France,5/15/2021,Oxford/AstraZeneca,4424727
France,5/15/2021,Pfizer/BioNTech,22067267
France,5/16/2021,Johnson&Johnson,158821
France,5/16/2021,Moderna,2621156
France,5/16/2021,Oxford/AstraZeneca,4428254
France,5/16/2021,Pfizer/BioNTech,22239355
France,5/17/2021,Johnson&Johnson,163178
France,5/17/2021,Moderna,2678102
France,5/17/2021,Oxford/AstraZeneca,4455745
France,5/17/2021,Pfizer/BioNTech,22672256
France,5/18/2021,Johnson&Johnson,171797
France,5/18/2021,Moderna,2744534
France,5/18/2021,Oxford/AstraZeneca,4498357
France,5/18/2021,Pfizer/BioNTech,23162680
France,5/19/2021,Johnson&Johnson,177342
France,5/19/2021,Moderna,2811881
France,5/19/2021,Oxford/AstraZeneca,4539097
France,5/19/2021,Pfizer/BioNTech,23657499
France,5/20/2021,Johnson&Johnson,186603
France,5/20/2021,Moderna,2885679
France,5/20/2021,Oxford/AstraZeneca,4604678
France,5/20/2021,Pfizer/BioNTech,24171217
France,5/21/2021,Johnson&Johnson,199179
France,5/21/2021,Moderna,2961165
France,5/21/2021,Oxford/AstraZeneca,4682539
France,5/21/2021,Pfizer/BioNTech,24664816
France,5/22/2021,Johnson&Johnson,204133
France,5/22/2021,Moderna,3026856
France,5/22/2021,Oxford/AstraZeneca,4720531
France,5/22/2021,Pfizer/BioNTech,24980741
France,5/23/2021,Johnson&Johnson,204565
France,5/23/2021,Moderna,3064663
France,5/23/2021,Oxford/AstraZeneca,4723709
France,5/23/2021,Pfizer/BioNTech,25114082
France,5/24/2021,Johnson&Johnson,205521
France,5/24/2021,Moderna,3083642
France,5/24/2021,Oxford/AstraZeneca,4729205
France,5/24/2021,Pfizer/BioNTech,25382552
France,5/25/2021,Johnson&Johnson,212963
France,5/25/2021,Moderna,3116604
France,5/25/2021,Oxford/AstraZeneca,4779331
France,5/25/2021,Pfizer/BioNTech,25877174
France,5/26/2021,Johnson&Johnson,220547
France,5/26/2021,Moderna,3147531
France,5/26/2021,Oxford/AstraZeneca,4835008
France,5/26/2021,Pfizer/BioNTech,26380156
France,5/27/2021,Johnson&Johnson,234728
France,5/27/2021,Moderna,3182795
France,5/27/2021,Oxford/AstraZeneca,4918802
France,5/27/2021,Pfizer/BioNTech,26911316
France,5/28/2021,Johnson&Johnson,261121
France,5/28/2021,Moderna,3226811
France,5/28/2021,Oxford/AstraZeneca,5025105
France,5/28/2021,Pfizer/BioNTech,27420137
France,5/29/2021,Johnson&Johnson,272327
France,5/29/2021,Moderna,3265169
France,5/29/2021,Oxford/AstraZeneca,5088478
France,5/29/2021,Pfizer/BioNTech,27753599
France,5/30/2021,Johnson&Johnson,273190
France,5/30/2021,Moderna,3271506
France,5/30/2021,Oxford/AstraZeneca,5097104
France,5/30/2021,Pfizer/BioNTech,27876242
France,5/31/2021,Johnson&Johnson,285671
France,5/31/2021,Moderna,3318552
France,5/31/2021,Oxford/AstraZeneca,5135197
France,5/31/2021,Pfizer/BioNTech,28337109
France,6/1/2021,Johnson&Johnson,305613
France,6/1/2021,Moderna,3383703
France,6/1/2021,Oxford/AstraZeneca,5203010
France,6/1/2021,Pfizer/BioNTech,28855266
France,6/2/2021,Johnson&Johnson,319910
France,6/2/2021,Moderna,3440019
France,6/2/2021,Oxford/AstraZeneca,5263764
France,6/2/2021,Pfizer/BioNTech,29363545
France,6/3/2021,Johnson&Johnson,339132
France,6/3/2021,Moderna,3514203
France,6/3/2021,Oxford/AstraZeneca,5354531
France,6/3/2021,Pfizer/BioNTech,29894138
France,6/4/2021,Johnson&Johnson,361361
France,6/4/2021,Moderna,3603361
France,6/4/2021,Oxford/AstraZeneca,5463510
France,6/4/2021,Pfizer/BioNTech,30426197
France,6/5/2021,Johnson&Johnson,370941
France,6/5/2021,Moderna,3661611
France,6/5/2021,Oxford/AstraZeneca,5517543
France,6/5/2021,Pfizer/BioNTech,30794500
France,6/6/2021,Johnson&Johnson,371861
France,6/6/2021,Moderna,3672614
France,6/6/2021,Oxford/AstraZeneca,5523203
France,6/6/2021,Pfizer/BioNTech,30956843
France,6/7/2021,Johnson&Johnson,380832
France,6/7/2021,Moderna,3723528
France,6/7/2021,Oxford/AstraZeneca,5555481
France,6/7/2021,Pfizer/BioNTech,31459867
France,6/8/2021,Johnson&Johnson,395220
France,6/8/2021,Moderna,3792326
France,6/8/2021,Oxford/AstraZeneca,5604487
France,6/8/2021,Pfizer/BioNTech,32005680
France,6/9/2021,Johnson&Johnson,407197
France,6/9/2021,Moderna,3847105
France,6/9/2021,Oxford/AstraZeneca,5648332
France,6/9/2021,Pfizer/BioNTech,32548217
France,6/10/2021,Johnson&Johnson,422324
France,6/10/2021,Moderna,3908293
France,6/10/2021,Oxford/AstraZeneca,5718203
France,6/10/2021,Pfizer/BioNTech,33084845
France,6/11/2021,Johnson&Johnson,439063
France,6/11/2021,Moderna,3988320
France,6/11/2021,Oxford/AstraZeneca,5817250
France,6/11/2021,Pfizer/BioNTech,33626970
France,6/12/2021,Johnson&Johnson,446366
France,6/12/2021,Moderna,4038356
France,6/12/2021,Oxford/AstraZeneca,5859098
France,6/12/2021,Pfizer/BioNTech,34018744
France,6/13/2021,Johnson&Johnson,447210
France,6/13/2021,Moderna,4050714
France,6/13/2021,Oxford/AstraZeneca,5863065
France,6/13/2021,Pfizer/BioNTech,34178626
France,6/14/2021,Johnson&Johnson,453687
France,6/14/2021,Moderna,4099809
France,6/14/2021,Oxford/AstraZeneca,5906508
France,6/14/2021,Pfizer/BioNTech,34669251
France,6/15/2021,Johnson&Johnson,464390
France,6/15/2021,Moderna,4161141
France,6/15/2021,Oxford/AstraZeneca,5988375
France,6/15/2021,Pfizer/BioNTech,35199757
France,6/16/2021,Johnson&Johnson,473086
France,6/16/2021,Moderna,4212382
France,6/16/2021,Oxford/AstraZeneca,6055198
France,6/16/2021,Pfizer/BioNTech,35737436
France,6/17/2021,Johnson&Johnson,483748
France,6/17/2021,Moderna,4274648
France,6/17/2021,Oxford/AstraZeneca,6158502
France,6/17/2021,Pfizer/BioNTech,36244142
France,6/18/2021,Johnson&Johnson,495923
France,6/18/2021,Moderna,4349681
France,6/18/2021,Oxford/AstraZeneca,6278155
France,6/18/2021,Pfizer/BioNTech,36792440
France,6/19/2021,Johnson&Johnson,501361
France,6/19/2021,Moderna,4398828
France,6/19/2021,Oxford/AstraZeneca,6318275
France,6/19/2021,Pfizer/BioNTech,37192811
France,6/20/2021,Johnson&Johnson,501959
France,6/20/2021,Moderna,4411551
France,6/20/2021,Oxford/AstraZeneca,6321734
France,6/20/2021,Pfizer/BioNTech,37350061
France,6/21/2021,Johnson&Johnson,506802
France,6/21/2021,Moderna,4471310
France,6/21/2021,Oxford/AstraZeneca,6361588
France,6/21/2021,Pfizer/BioNTech,37836101
France,6/22/2021,Johnson&Johnson,514477
France,6/22/2021,Moderna,4548759
France,6/22/2021,Oxford/AstraZeneca,6432505
France,6/22/2021,Pfizer/BioNTech,38363337
France,6/23/2021,Johnson&Johnson,521368
France,6/23/2021,Moderna,4619706
France,6/23/2021,Oxford/AstraZeneca,6484138
France,6/23/2021,Pfizer/BioNTech,38900490
France,6/24/2021,Johnson&Johnson,529803
France,6/24/2021,Moderna,4697886
France,6/24/2021,Oxford/AstraZeneca,6562507
France,6/24/2021,Pfizer/BioNTech,39379064
France,6/25/2021,Johnson&Johnson,539675
France,6/25/2021,Moderna,4791136
France,6/25/2021,Oxford/AstraZeneca,6653758
France,6/25/2021,Pfizer/BioNTech,39927054
France,6/26/2021,Johnson&Johnson,544285
France,6/26/2021,Moderna,4866484
France,6/26/2021,Oxford/AstraZeneca,6687438
France,6/26/2021,Pfizer/BioNTech,40334065
France,6/27/2021,Johnson&Johnson,544871
France,6/27/2021,Moderna,4898287
France,6/27/2021,Oxford/AstraZeneca,6691558
France,6/27/2021,Pfizer/BioNTech,40508324
France,6/28/2021,Johnson&Johnson,549389
France,6/28/2021,Moderna,4964953
France,6/28/2021,Oxford/AstraZeneca,6722495
France,6/28/2021,Pfizer/BioNTech,41008383
France,6/29/2021,Johnson&Johnson,556092
France,6/29/2021,Moderna,5044291
France,6/29/2021,Oxford/AstraZeneca,6779380
France,6/29/2021,Pfizer/BioNTech,41547138
France,6/30/2021,Johnson&Johnson,562437
France,6/30/2021,Moderna,5118042
France,6/30/2021,Oxford/AstraZeneca,6825189
France,6/30/2021,Pfizer/BioNTech,42097839
France,7/1/2021,Johnson&Johnson,570130
France,7/1/2021,Moderna,5197407
France,7/1/2021,Oxford/AstraZeneca,6891857
France,7/1/2021,Pfizer/BioNTech,42611002
France,7/2/2021,Johnson&Johnson,579235
France,7/2/2021,Moderna,5282881
France,7/2/2021,Oxford/AstraZeneca,6983492
France,7/2/2021,Pfizer/BioNTech,43153614
France,7/3/2021,Johnson&Johnson,583846
France,7/3/2021,Moderna,5351710
France,7/3/2021,Oxford/AstraZeneca,7015230
France,7/3/2021,Pfizer/BioNTech,43554854
France,7/4/2021,Johnson&Johnson,584408
France,7/4/2021,Moderna,5376898
France,7/4/2021,Oxford/AstraZeneca,7019584
France,7/4/2021,Pfizer/BioNTech,43720760
France,7/5/2021,Johnson&Johnson,588937
France,7/5/2021,Moderna,5414813
France,7/5/2021,Oxford/AstraZeneca,7054007
France,7/5/2021,Pfizer/BioNTech,44220882
France,7/6/2021,Johnson&Johnson,596331
France,7/6/2021,Moderna,5465114
France,7/6/2021,Oxford/AstraZeneca,7110938
France,7/6/2021,Pfizer/BioNTech,44768681
France,7/7/2021,Johnson&Johnson,603027
France,7/7/2021,Moderna,5512532
France,7/7/2021,Oxford/AstraZeneca,7154755
France,7/7/2021,Pfizer/BioNTech,45312052
France,7/8/2021,Johnson&Johnson,611926
France,7/8/2021,Moderna,5571797
France,7/8/2021,Oxford/AstraZeneca,7216536
France,7/8/2021,Pfizer/BioNTech,45829639
France,7/9/2021,Johnson&Johnson,621888
France,7/9/2021,Moderna,5652360
France,7/9/2021,Oxford/AstraZeneca,7286520
France,7/9/2021,Pfizer/BioNTech,46395664
France,7/10/2021,Johnson&Johnson,626283
France,7/10/2021,Moderna,5698986
France,7/10/2021,Oxford/AstraZeneca,7312120
France,7/10/2021,Pfizer/BioNTech,46802499
France,7/11/2021,Johnson&Johnson,626766
France,7/11/2021,Moderna,5704873
France,7/11/2021,Oxford/AstraZeneca,7315494
France,7/11/2021,Pfizer/BioNTech,46961291
France,7/12/2021,Johnson&Johnson,632329
France,7/12/2021,Moderna,5754510
France,7/12/2021,Oxford/AstraZeneca,7339943
France,7/12/2021,Pfizer/BioNTech,47520367
France,7/13/2021,Johnson&Johnson,646207
France,7/13/2021,Moderna,5844142
France,7/13/2021,Oxford/AstraZeneca,7376196
France,7/13/2021,Pfizer/BioNTech,48186618
France,7/14/2021,Johnson&Johnson,648214
France,7/14/2021,Moderna,5853877
France,7/14/2021,Oxford/AstraZeneca,7378973
France,7/14/2021,Pfizer/BioNTech,48505116
France,7/15/2021,Johnson&Johnson,666006
France,7/15/2021,Moderna,5947039
France,7/15/2021,Oxford/AstraZeneca,7411484
France,7/15/2021,Pfizer/BioNTech,49198500
France,7/16/2021,Johnson&Johnson,688177
France,7/16/2021,Moderna,6065679
France,7/16/2021,Oxford/AstraZeneca,7452760
France,7/16/2021,Pfizer/BioNTech,49879863
France,7/17/2021,Johnson&Johnson,697460
France,7/17/2021,Moderna,6120274
France,7/17/2021,Oxford/AstraZeneca,7467463
France,7/17/2021,Pfizer/BioNTech,50373625
France,7/18/2021,Johnson&Johnson,698667
France,7/18/2021,Moderna,6130957
France,7/18/2021,Oxford/AstraZeneca,7470267
France,7/18/2021,Pfizer/BioNTech,50580850
France,7/19/2021,Johnson&Johnson,710961
France,7/19/2021,Moderna,6191154
France,7/19/2021,Oxford/AstraZeneca,7488650
France,7/19/2021,Pfizer/BioNTech,51188384
Germany,12/27/2020,Johnson&Johnson,0
Germany,12/27/2020,Moderna,2
Germany,12/27/2020,Oxford/AstraZeneca,0
Germany,12/27/2020,Pfizer/BioNTech,24097
Germany,12/28/2020,Johnson&Johnson,0
Germany,12/28/2020,Moderna,2
Germany,12/28/2020,Oxford/AstraZeneca,0
Germany,12/28/2020,Pfizer/BioNTech,42064
Germany,12/29/2020,Johnson&Johnson,0
Germany,12/29/2020,Moderna,2
Germany,12/29/2020,Oxford/AstraZeneca,1
Germany,12/29/2020,Pfizer/BioNTech,92090
Germany,12/30/2020,Johnson&Johnson,0
Germany,12/30/2020,Moderna,2
Germany,12/30/2020,Oxford/AstraZeneca,1
Germany,12/30/2020,Pfizer/BioNTech,155578
Germany,12/31/2020,Johnson&Johnson,0
Germany,12/31/2020,Moderna,2
Germany,12/31/2020,Oxford/AstraZeneca,1
Germany,12/31/2020,Pfizer/BioNTech,205272
Germany,1/1/2021,Johnson&Johnson,0
Germany,1/1/2021,Moderna,7
Germany,1/1/2021,Oxford/AstraZeneca,4
Germany,1/1/2021,Pfizer/BioNTech,230608
Germany,1/2/2021,Johnson&Johnson,0
Germany,1/2/2021,Moderna,7
Germany,1/2/2021,Oxford/AstraZeneca,4
Germany,1/2/2021,Pfizer/BioNTech,278561
Germany,1/3/2021,Johnson&Johnson,0
Germany,1/3/2021,Moderna,8
Germany,1/3/2021,Oxford/AstraZeneca,4
Germany,1/3/2021,Pfizer/BioNTech,300969
Germany,1/4/2021,Johnson&Johnson,0
Germany,1/4/2021,Moderna,9
Germany,1/4/2021,Oxford/AstraZeneca,4
Germany,1/4/2021,Pfizer/BioNTech,346787
Germany,1/5/2021,Johnson&Johnson,0
Germany,1/5/2021,Moderna,10
Germany,1/5/2021,Oxford/AstraZeneca,4
Germany,1/5/2021,Pfizer/BioNTech,398756
Germany,1/6/2021,Johnson&Johnson,0
Germany,1/6/2021,Moderna,16
Germany,1/6/2021,Oxford/AstraZeneca,7
Germany,1/6/2021,Pfizer/BioNTech,461202
Germany,1/7/2021,Johnson&Johnson,0
Germany,1/7/2021,Moderna,19
Germany,1/7/2021,Oxford/AstraZeneca,8
Germany,1/7/2021,Pfizer/BioNTech,515162
Germany,1/8/2021,Johnson&Johnson,0
Germany,1/8/2021,Moderna,70
Germany,1/8/2021,Oxford/AstraZeneca,9
Germany,1/8/2021,Pfizer/BioNTech,576764
Germany,1/9/2021,Johnson&Johnson,0
Germany,1/9/2021,Moderna,73
Germany,1/9/2021,Oxford/AstraZeneca,9
Germany,1/9/2021,Pfizer/BioNTech,636726
Germany,1/10/2021,Johnson&Johnson,0
Germany,1/10/2021,Moderna,81
Germany,1/10/2021,Oxford/AstraZeneca,9
Germany,1/10/2021,Pfizer/BioNTech,671946
Germany,1/11/2021,Johnson&Johnson,0
Germany,1/11/2021,Moderna,94
Germany,1/11/2021,Oxford/AstraZeneca,11
Germany,1/11/2021,Pfizer/BioNTech,739430
Germany,1/12/2021,Johnson&Johnson,0
Germany,1/12/2021,Moderna,109
Germany,1/12/2021,Oxford/AstraZeneca,12
Germany,1/12/2021,Pfizer/BioNTech,817682
Germany,1/13/2021,Johnson&Johnson,0
Germany,1/13/2021,Moderna,1278
Germany,1/13/2021,Oxford/AstraZeneca,12
Germany,1/13/2021,Pfizer/BioNTech,927236
Germany,1/14/2021,Johnson&Johnson,0
Germany,1/14/2021,Moderna,6424
Germany,1/14/2021,Oxford/AstraZeneca,12
Germany,1/14/2021,Pfizer/BioNTech,1005206
Germany,1/15/2021,Johnson&Johnson,0
Germany,1/15/2021,Moderna,11689
Germany,1/15/2021,Oxford/AstraZeneca,17
Germany,1/15/2021,Pfizer/BioNTech,1090396
Germany,1/16/2021,Johnson&Johnson,0
Germany,1/16/2021,Moderna,13368
Germany,1/16/2021,Oxford/AstraZeneca,18
Germany,1/16/2021,Pfizer/BioNTech,1146049
Germany,1/17/2021,Johnson&Johnson,1
Germany,1/17/2021,Moderna,14629
Germany,1/17/2021,Oxford/AstraZeneca,19
Germany,1/17/2021,Pfizer/BioNTech,1192343
Germany,1/18/2021,Johnson&Johnson,1
Germany,1/18/2021,Moderna,18771
Germany,1/18/2021,Oxford/AstraZeneca,20
Germany,1/18/2021,Pfizer/BioNTech,1270106
Germany,1/19/2021,Johnson&Johnson,1
Germany,1/19/2021,Moderna,22433
Germany,1/19/2021,Oxford/AstraZeneca,28
Germany,1/19/2021,Pfizer/BioNTech,1385234
Germany,1/20/2021,Johnson&Johnson,1
Germany,1/20/2021,Moderna,25175
Germany,1/20/2021,Oxford/AstraZeneca,31
Germany,1/20/2021,Pfizer/BioNTech,1514666
Germany,1/21/2021,Johnson&Johnson,1
Germany,1/21/2021,Moderna,27915
Germany,1/21/2021,Oxford/AstraZeneca,33
Germany,1/21/2021,Pfizer/BioNTech,1616907
Germany,1/22/2021,Johnson&Johnson,1
Germany,1/22/2021,Moderna,30102
Germany,1/22/2021,Oxford/AstraZeneca,41
Germany,1/22/2021,Pfizer/BioNTech,1716202
Germany,1/23/2021,Johnson&Johnson,1
Germany,1/23/2021,Moderna,30456
Germany,1/23/2021,Oxford/AstraZeneca,44
Germany,1/23/2021,Pfizer/BioNTech,1802277
Germany,1/24/2021,Johnson&Johnson,1
Germany,1/24/2021,Moderna,30654
Germany,1/24/2021,Oxford/AstraZeneca,48
Germany,1/24/2021,Pfizer/BioNTech,1849364
Germany,1/25/2021,Johnson&Johnson,1
Germany,1/25/2021,Moderna,32070
Germany,1/25/2021,Oxford/AstraZeneca,51
Germany,1/25/2021,Pfizer/BioNTech,1938988
Germany,1/26/2021,Johnson&Johnson,1
Germany,1/26/2021,Moderna,33505
Germany,1/26/2021,Oxford/AstraZeneca,58
Germany,1/26/2021,Pfizer/BioNTech,2035080
Germany,1/27/2021,Johnson&Johnson,1
Germany,1/27/2021,Moderna,35291
Germany,1/27/2021,Oxford/AstraZeneca,66
Germany,1/27/2021,Pfizer/BioNTech,2142667
Germany,1/28/2021,Johnson&Johnson,1
Germany,1/28/2021,Moderna,36919
Germany,1/28/2021,Oxford/AstraZeneca,69
Germany,1/28/2021,Pfizer/BioNTech,2233327
